category,product_name,brand,price,Product_Id,size,item_num,love_count,rating,reviews_count,link
Fragrance/Value & Gift Sets/Perfume Gift Sets,Blu Mediterraneo MINIATURE Set,Acqua Di Parma,63.0,P443401,5 x 0.16oz/5mL,2218774,2588,4,4,https://www.sephora.com/product/blu-mediterraneo-minature-set-P443401?icid2=products
Fragrance/Men/Cologne,Colonia,Acqua Di Parma,63.0,P163604,0.7 oz/ 20 mL,2044816,2528,4.3067,75,https://www.sephora.com/product/colonia-P163604?icid2=products
Fragrance/Women/Perfume,Mirto di Panarea,Acqua Di Parma,64.0,P307804,2.5 oz/ 74 mL,1417617,2622,4.6364,22,https://www.sephora.com/product/blu-mediterraneo-mirto-di-panarea-P307804?icid2=products
Fragrance/Women/Perfume,Rosa Nobile,Acqua Di Parma,68.0,P388670,3.4 oz/ 101 mL,1638832,4569,4.5652,69,https://www.sephora.com/product/rosa-nobile-P388670?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Colonia Miniature Set,Acqua Di Parma,69.0,P443400,5 x 0.16oz/5mL,2218766,779,3.5,2,https://www.sephora.com/product/colonia-miniature-set-P443400?icid2=products
Fragrance/Women/Perfume,Fico di Amalfi,Acqua Di Parma,64.0,P307801,5 oz/ 148 mL,1417609,2469,4.5714,70,https://www.sephora.com/product/blu-mediterraneo-fico-di-amalfi-P307801?icid2=products
Fragrance/Men/Cologne,Colonia Essenza,Acqua Di Parma,115.0,P269110,1.7 oz/ 50 mL,1284462,672,4.7692,13,https://www.sephora.com/product/colonia-essenza-P269110?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Blu Mediterraneo Fico di Amalfi Gift Set,Acqua Di Parma,113.0,P450815,na,2295210,187,na,na,https://www.sephora.com/product/blu-mediterraneo-fico-di-amalfi-gift-set-P450815?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Le Nobili Collection Set,Acqua Di Parma,68.0,P431439,3 x 0.51 oz/ 15 mL,2044766,1363,4.1818,11,https://www.sephora.com/product/le-nobili-collection-set-P431439?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Blu Mediterraneo Arancia di Capri Gift Set,Acqua Di Parma,113.0,P450817,na,2295202,183,na,na,https://www.sephora.com/product/blu-mediterraneo-arancia-di-capri-gift-set-P450817?icid2=products
Fragrance/Women/Perfume,Mandorlo di Sicilia,Acqua Di Parma,64.0,P307803,2.5 oz/ 74 mL,1417575,2831,4.6364,44,https://www.sephora.com/product/blu-mediterraneo-mandorlo-di-sicilia-P307803?icid2=products
Fragrance/Women/Perfume,Arancia di Capri,Acqua Di Parma,64.0,P375388,5 oz/ 148 mL,1417567,2464,4.2692,26,https://www.sephora.com/product/blu-mediterraneo-arancia-di-capri-P375388?icid2=products
Fragrance/Women/Perfume,Mediterranean Honeysuckle,AERIN,30.0,P405269,1.7 oz/ 50 mL,1794585,7711,4.2135,89,https://www.sephora.com/product/mediterranean-honeysuckle-P405269?icid2=products
Fragrance/Women/Perfume,Amber Musk,AERIN,30.0,P388770,1.7 oz/ 50 mL,1639228,5194,4.3289,76,https://www.sephora.com/product/amber-musk-P388770?icid2=products
Fragrance/Women/Perfume,Rose De Grasse,AERIN,235.0,P433906,1.7 oz/ 50 mL,1699222,1443,4.8,10,https://www.sephora.com/product/rose-de-grasse-P433906?icid2=products
Fragrance/Women/Perfume,Lilac Path,AERIN,130.0,P388766,1.7 oz/ 50 mL,1639236,3519,4.3509,57,https://www.sephora.com/product/lilac-path-P388766?icid2=products
Fragrance/Women/Perfume,Hibiscus Palm,AERIN,30.0,P428454,1.7 oz/ 50 mL,2039121,4074,4.3684,38,https://www.sephora.com/product/hibiscus-palm-P428454?icid2=products
Fragrance/Women/Perfume,Ikat Jasmine,AERIN,130.0,P388762,3.4 oz/ 101 mL,1738582,4465,4.4902,51,https://www.sephora.com/product/ikat-jasmine-P388762?icid2=products
Makeup/Lip/Lip Balm & Treatment,Rose Lip Conditioner,AERIN,30.0,P398965,0.34 oz/ 10 mL,1738640,15997,4.3473,357,https://www.sephora.com/product/rose-lip-conditioner-P398965?icid2=products
Fragrance/Women/Perfume,Waterlily Sun,AERIN,130.0,P395768,1.7 oz / 50 mL,1659077,3690,4.3556,45,https://www.sephora.com/product/waterlily-sun-P395768?icid2=products
Fragrance/Women/Perfume,Aegea Blossom Eau de Parfum,AERIN,30.0,P442515,1.7oz/50mL,2192177,939,4.3333,12,https://www.sephora.com/product/aegea-blossom-eau-de-parfum-P442515?icid2=products
Fragrance/Women/Rollerballs & Travel Size,Mediterranean Honeysuckle Rollerball,AERIN,30.0,P405273,0.27 oz,1794619,5498,4.3871,31,https://www.sephora.com/product/mediterranean-honeysuckle-rollerball-P405273?icid2=products
Fragrance/Women/Perfume,Evening Rose,AERIN,130.0,P388768,1.7 oz/ 50 mL,1639251,2770,4.6087,23,https://www.sephora.com/product/evening-rose-P388768?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Radiant Floral Rollerball Set,AERIN,50.0,P451238,na,2298230,228,5,1,https://www.sephora.com/product/mediterranean-honeysuckle-hibiscus-palm-rollerball-set-P451238?icid2=products
Makeup/Eye/Eye Palettes,Amethyst Crystal Gemstone Eyeshadow Palette,Aether Beauty,58.0,P450888,na,2265858,1423,4.9615,26,https://www.sephora.com/product/amethyst-crystal-gemstone-eyeshadow-palette-P450888?icid2=products
Makeup/Eye/Eye Palettes,Solstice Eyeshadow Palette,Aether Beauty,58.0,P444401,na,2189975,3748,4.9194,62,https://www.sephora.com/product/summer-solstice-eyeshadow-palette-P444401?icid2=products
Makeup/Eye/Eye Palettes,Rose Quartz Crystal Gemstone Eyeshadow Palette,Aether Beauty,58.0,P441803,na,2189959,6725,4.809,89,https://www.sephora.com/product/rose-quartz-crystal-gemstone-palette-P441803?icid2=products
Makeup/Eye/Eye Palettes,Crystal Grid Gemstone Eyeshadow Palette,Aether Beauty,58.0,P441802,na,2189967,3126,4.9565,46,https://www.sephora.com/product/crystal-grid-gemstone-palette-P441802?icid2=products
Skincare/Value & Gift Sets,Secrets of Algae Kit,Algenist,115.0,P449623,na,2289643,7956,4.5882,17,https://www.sephora.com/product/secrets-algae-kit-P449623?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Complete Eye Renewal Balm,Algenist,68.0,P282938,0.5 oz/ 15 mL,1328855,26661,3.9534,859,https://www.sephora.com/product/complete-eye-renewal-balm-P282938?icid2=products
Skincare/Treatments/Face Serums,GENIUS Liquid Collagen,Algenist,115.0,P421277,1 oz/ 30 mL,1957182,38482,3.9984,620,https://www.sephora.com/product/genius-liquid-collagen-P421277?icid2=products
Skincare/Moisturizers/Moisturizers,GENIUS Sleeping Collagen,Algenist,98.0,P439055,2 oz/ 60 mL,2170827,14451,4.5825,1152,https://www.sephora.com/product/genius-sleeping-collagen-P439055?icid2=products
Skincare/Moisturizers/Moisturizers,GENIUS Ultimate Anti-Aging Cream,Algenist,75.0,P384537,2 oz/ 60 mL,1582477,15624,4.2795,458,https://www.sephora.com/product/genius-ultimate-anti-aging-cream-P384537?icid2=products
Skincare/Value & Gift Sets,Plump & Pout Duo,Algenist,40.0,P449873,na,2289320,4905,3.7273,11,https://www.sephora.com/product/plump-pout-duo-P449873?icid2=products
Skincare/Lip Treatments/Lip Balms & Treatments,GENIUS Liquid Collagen Lip,Algenist,35.0,P432045,0.34 oz/ 10 mL,2063014,30059,3.941,441,https://www.sephora.com/product/genius-liquid-collagen-lip-P432045?icid2=products
Skincare/Value & Gift Sets,Pure GENIUS Collection Kit,Algenist,80.0,P425424,na,1985068,7780,3.84,50,https://www.sephora.com/product/pure-genius-collection-kit-P425424?icid2=products
Skincare/Moisturizers/Decollete & Neck Creams,ELEVATE Firming & Lifting Neck Cream,Algenist,84.0,P449164,2 oz/ 60 mL,2282390,1067,4,2,https://www.sephora.com/product/elevate-firming-lifting-neck-cream-P449164?icid2=products
Skincare/Value & Gift Sets,Complete Eye Renewal Balm Duo,Algenist,68.0,P450568,na,2295889,526,na,na,https://www.sephora.com/product/complete-eye-renewal-balm-duo-P450568?icid2=products
Skincare/Moisturizers/Moisturizers,Overnight Restorative Cream,Algenist,94.0,P296415,2 oz/ 60 mL,1357847,8655,4.4242,231,https://www.sephora.com/product/overnight-restorative-cream-P296415?icid2=products
Skincare/Moisturizers/Moisturizers,GENIUS Collagen Calming Relief,Algenist,58.0,P453818,1.35 oz/ 40 mL,2282408,733,4.75,8,https://www.sephora.com/product/algenist-genius-collagen-calming-relief-P453818?icid2=products
Skincare/Treatments/Face Serums,Liquid Gold Exfoliating Treatment,Alpha-H,20.0,P440949,3.38 oz/ 100 mL,2206134,5845,4.6296,629,https://www.sephora.com/product/liquid-gold-with-glycolic-acid-P440949?icid2=products
Skincare/Treatments/Facial Peels,Beauty Sleep Power Peel,Alpha-H,129.0,P442542,1.69 oz/ 50 mL,2206191,1108,5,3,https://www.sephora.com/product/beauty-sleep-power-peel-P442542?icid2=products
Skincare/Treatments/Face Serums,Vitamin B Serum,Alpha-H,70.0,P442539,0.85 oz/ 25 mL,2206225,990,5,3,https://www.sephora.com/product/vitamin-b-P442539?icid2=products
Skincare/Mini Size,Liquid Gold Mini,Alpha-H,20.0,P442548,1 oz/ 30 mL,2210466,3667,3.7333,15,https://www.sephora.com/product/liquid-gold-mini-P442548?icid2=products
Skincare/Moisturizers/Moisturizers,Essential Hydration Cream,Alpha-H,52.0,P442543,1.69 oz/ 50 mL,2206183,373,5,5,https://www.sephora.com/product/essential-hydration-cream-P442543?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Liquid Gold Firming Eye Cream,Alpha-H,99.0,P442537,0.51 oz/ 15 mL,2206241,535,3.7778,9,https://www.sephora.com/product/liquid-gold-firming-eye-cream-P442537?icid2=products
Skincare/Cleansers/Exfoliators,Micro Cleanse Super Scrub,Alpha-H,50.0,P442544,3.38 oz/ 100 mL,2206175,415,5,1,https://www.sephora.com/product/micro-cleanse-super-scrub-P442544?icid2=products
Skincare/Masks/Face Masks,Liquid Gold Ultimate Perfecting Mask,Alpha-H,75.0,P442547,1.69 oz/ 50 mL,2206142,568,4.3333,6,https://www.sephora.com/product/liquid-gold-ultimate-perfecting-mask-P442547?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Balancing Cleanser,Alpha-H,44.0,P442546,6.25 oz/ 185 mL,2206159,341,4.8,10,https://www.sephora.com/product/balancing-cleanser-P442546?icid2=products
Skincare/Treatments/Face Serums,Instant Facial,Alpha-H,62.0,P442538,3.38 oz/ 100 mL,2206233,398,5,2,https://www.sephora.com/product/instant-facial-P442538?icid2=products
Skincare/Moisturizers/Moisturizers,Balancing Moisturizer & Gentle Exfoliant,Alpha-H,62.0,P442541,1.69 oz/ 50 mL,2206209,448,4.2,5,https://www.sephora.com/product/balancing-moisturizer-P442541?icid2=products
Skincare/Treatments/Face Serums,Vitamin A Serum,Alpha-H,70.0,P442540,0.85 oz/ 25 mL,2206217,787,5,3,https://www.sephora.com/product/vitamin-a-P442540?icid2=products
Hair/Shampoo & Conditioner/Shampoo,CAVIAR Anti-Aging® Replenishing Moisture Shampoo,ALTERNA Haircare,10.0,P269705,16.5 oz/ 488 mL,1772375,25756,4.2637,732,https://www.sephora.com/product/caviar-anti-aging-replenishing-moisture-shampoo-P269705?icid2=products
Hair/Shampoo & Conditioner/Conditioner,CAVIAR Anti-Aging® Replenishing Moisture Conditioner,ALTERNA Haircare,10.0,P269706,16.5 oz/ 488 mL,1772383,24419,4.3743,537,https://www.sephora.com/product/caviar-anti-aging-replenishing-moisture-conditioner-P269706?icid2=products
Hair/Value & Gift Sets,Caviar Anti-Aging® Restructuring Bond Repair Duo,ALTERNA Haircare,57.0,P449778,na,2285898,885,4,8,https://www.sephora.com/product/caviar-anti-aging-reg-restructuring-bond-repair-duo-P449778?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,CAVIAR Anti-Aging® Clinical Densifying Leave-In Root Treatment,ALTERNA Haircare,38.0,P309412,4.2 oz/ 125 mL,2140275,14632,3.8647,170,https://www.sephora.com/product/caviar-clinical-daily-root-scalp-stimulator-P309412?icid2=products
Hair/Hair Styling & Treatments/Hair Styling Products,CAVIAR Anti-Aging® Replenishing Moisture CC Cream,ALTERNA Haircare,42.0,P378716,5.1 oz/ 150 mL,1674308,54451,4.0372,1584,https://www.sephora.com/product/caviar-cc-cream-for-hair-10-in-1-complete-correction-P378716?icid2=products
Hair/Hair Styling & Treatments/Hair Styling Products,CAVIAR Anti-Aging® Multiplying Volume Styling Mist,ALTERNA Haircare,30.0,P405297,4.8 oz/ 142 mL,2140325,13664,4.2822,365,https://www.sephora.com/product/caviar-anti-aging-miracle-multiplying-volume-mist-P405297?icid2=products
Hair/Shampoo & Conditioner/Shampoo,CAVIAR Anti-Aging® Clinical Densifying Shampoo,ALTERNA Haircare,34.0,P309411,8.5 oz/ 250 mL,2140267,6612,4.2657,143,https://www.sephora.com/product/caviar-clinical-daily-detoxifying-shampoo-P309411?icid2=products
Hair/Hair Styling & Treatments/Hair Styling Products,CAVIAR Anti-Aging® Restructuring Bond Repair Leave-In Heat Protection Spray,ALTERNA Haircare,32.0,P435932,4.2 oz/ 125 mL,2140226,4703,4.2887,97,https://www.sephora.com/product/caviar-anti-aging-restructuring-bond-repair-leave-in-heat-protection-spray-P435932?icid2=products
Hair/Shampoo & Conditioner/Conditioner,CAVIAR Anti-Aging® Restructuring Bond Repair Conditioner,ALTERNA Haircare,34.0,P435928,8.5 oz/ 250 mL,2140176,1758,4.1798,89,https://www.sephora.com/product/caviar-anti-aging-restructing-bond-repair-conditioner-P435928?icid2=products
Hair/Shampoo & Conditioner/Conditioner,CAVIAR Anti-Aging® Replenishing Moisture Priming Leave-In Conditioner,ALTERNA Haircare,32.0,P441826,5 oz/ 147 mL,2195907,1625,4.6304,184,https://www.sephora.com/product/caviar-anti-aging-replenishing-moisture-priming-leave-in-conditioner-P441826?icid2=products
Hair/Shampoo & Conditioner/Shampoo,CAVIAR Anti-Aging® Restructuring Bond Repair Shampoo,ALTERNA Haircare,34.0,P435927,8.5 oz/ 250 mL,2140143,1854,4.1489,94,https://www.sephora.com/product/caviar-anti-aging-restructuring-bond-repair-shampoo-P435927?icid2=products
Hair/Hair Styling & Treatments/Hair Spray,CAVIAR Anti-Aging® Working Hairspray,ALTERNA Haircare,8.0,P269714,7.4 oz/ 212 g,2195873,7449,4.4733,150,https://www.sephora.com/product/caviar-anti-aging-working-hair-spray-P269714?icid2=products
Hair/Hair Styling & Treatments/Hair Thinning & Hair Loss,High Tide Deep Waver,amika,120.0,P442295,na,2190171,10321,4.3636,66,https://www.sephora.com/product/high-tide-deep-waver-P442295?icid2=products
Hair/Hair Tools/Hair Straighteners & Flat Irons,Polished Perfection Mini Straightening Brush,amika,28.0,P449132,na,2280469,5050,3.45,40,https://www.sephora.com/product/polished-perfection-mini-straightening-brush-P449132?icid2=products
Hair/Shampoo & Conditioner/Dry Shampoo,Perk Up Dry Shampoo,amika,10.0,P393281,5.3 oz/ 153 g,2035046,37898,4.351,1040,https://www.sephora.com/product/perk-up-dry-shampoo-P393281?icid2=products
Hair/Shampoo & Conditioner/Shampoo,Bust Your Brass Cool Blonde Shampoo,amika,12.0,P419705,8 oz/ 236 mL,2034965,27728,4.3732,343,https://www.sephora.com/product/bust-your-brass-cool-blonde-shampoo-P419705?icid2=products
Hair/Shampoo & Conditioner/Conditioner,Bust Your Brass Cool Blonde Conditioner,amika,12.0,P419706,8.45 oz/ 250 mL,2034957,19213,4.457,151,https://www.sephora.com/product/bust-your-brass-cool-blonde-conditioner-P419706?icid2=products
Hair/Hair Styling & Treatments/Hair Masks,Soulfood Nourishing Mask,amika,12.0,P404916,8.5 oz/ 250 mL,2035079,44829,4.4541,1068,https://www.sephora.com/product/nourishing-mask-P404916?icid2=products
Hair/Hair Tools/Hair Straighteners & Flat Irons,Polished Perfection Straightening Brush 2.0,amika,120.0,P441833,na,2190122,7866,4.0917,109,https://www.sephora.com/product/ired-polished-perfection-straightening-brush-P441833?icid2=products
Hair/Hair Tools/Hair Straighteners & Flat Irons,Blowout Babe Thermal Brush,amika,100.0,P396012,na,1703560,13520,3.913,184,https://www.sephora.com/product/blowout-babe-thermal-brush-P396012?icid2=products
Hair/Hair Styling & Treatments/Hair Primers,The Wizard Detangling Primer,amika,25.0,P404914,4 oz/ 118 mL,2035129,18191,4.381,231,https://www.sephora.com/product/the-wizard-multi-benefit-primer-P404914?icid2=products
Hair/Hair Tools/Hair Dryers,The CEO 360° Lightweight Powerhouse Hair Dryer,amika,200.0,P449573,na,2190262,595,4.9286,14,https://www.sephora.com/product/the-ceo-360-lightweight-powerhouse-hair-dryer-P449573?icid2=products
Hair/Shampoo & Conditioner/Shampoo,Reset Clarifying Gel Shampoo,amika,25.0,P453255,6.7 oz/ 200 mL,2280303,1199,5,6,https://www.sephora.com/product/amika-reset-clarifying-gel-shampoo-P453255?icid2=products
Hair/Hair Styling & Treatments/Hair Masks,The Kure Intense Repair Mask,amika,14.0,P429596,8.5 oz/ 250 mL,2035087,10936,4.5733,75,https://www.sephora.com/product/the-kure-intense-repair-mask-P429596?icid2=products
Makeup/Face/BB & CC Cream,Color Control Cushion Compact Broad Spectrum SPF 50+,AMOREPACIFIC,60.0,P378121,1.05 oz,1496488,29810,4.0468,1068,https://www.sephora.com/product/color-control-cushion-compact-broad-spectrum-spf-50-P378121?icid2=products
Skincare/Treatments/Facial Peels,Treatment Enzyme Peel Cleansing Powder,AMOREPACIFIC,60.0,P232931,1.76 oz/ 50 g,2187698,53103,4.6361,1426,https://www.sephora.com/product/treatment-enzyme-peel-P232931?icid2=products
Skincare/Moisturizers/Mists & Essences,Vintage Single Extract Essence,AMOREPACIFIC,145.0,P422238,4.05 oz/ 120 mL,1984715,14178,4.4558,147,https://www.sephora.com/product/vintage-single-extract-essence-P422238?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Treatment Cleansing Foam,AMOREPACIFIC,50.0,P232930,4.1 oz/ 120 mL,1161686,13886,4.4667,435,https://www.sephora.com/product/treatment-cleansing-foam-P232930?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,TIME RESPONSE Eye Reserve Crème,AMOREPACIFIC,260.0,P436659,0.5 oz/ 15 mL,2150233,2120,4.6154,13,https://www.sephora.com/product/time-response-eye-reserve-creme-P436659?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,MOISTURE BOUND Rejuvenating Eye Treatment Gel,AMOREPACIFIC,85.0,P282612,0.5 oz/ 15 mL,1328038,9534,4.2121,264,https://www.sephora.com/product/moisture-bound-rejuvenating-eye-treatment-gel-P282612?icid2=products
Skincare/Value & Gift Sets,Every Day Essentials,AMOREPACIFIC,65.0,P451265,na,2280162,1844,2.8,5,https://www.sephora.com/product/every-day-essentials-P451265?icid2=products
Skincare/Moisturizers/Moisturizers,MOISTURE BOUND Rejuvenating Crème,AMOREPACIFIC,150.0,P282613,1.7 oz/ 50 mL,1328046,5398,4.0761,184,https://www.sephora.com/product/moisture-bound-rejuvenating-creme-P282613?icid2=products
Skincare/Value & Gift Sets,Meet Your Everyday Besties,AMOREPACIFIC,78.0,P450926,na,2280170,1761,5,1,https://www.sephora.com/product/meet-your-everyday-besties-P450926?icid2=products
Skincare/Moisturizers/Moisturizers,MOISTURE BOUND Refreshing Hydra-Gel Oil-Free,AMOREPACIFIC,100.0,P232940,1.7 oz/ 50 mL,1161827,9146,4.2599,377,https://www.sephora.com/product/moisture-bound-refreshing-hydra-gel-oil-free-P232940?icid2=products
Skincare/Moisturizers/Moisturizers,TIME RESPONSE Skin Reserve Crème,AMOREPACIFIC,150.0,P437678,0.5 oz/ 15 mL,2150225,866,5,5,https://www.sephora.com/product/time-response-skin-reserve-creme-P437678?icid2=products
Skincare/Moisturizers/Moisturizers,The Essential Creme Fluid,AMOREPACIFIC,98.0,P416953,3 oz/ 90 mL,1930924,9214,4.1143,175,https://www.sephora.com/product/the-essential-creme-fluid-P416953?icid2=products
Makeup/Eye/Eyebrow,Brow Wiz,Anastasia Beverly Hills,23.0,P202633,0.003 oz/ 0.085 g,1056084,637349,4.4221,14529,https://www.sephora.com/product/brow-wiz-P202633?icid2=products
Makeup/Eye/Eye Sets,Best Brows Ever Kit,Anastasia Beverly Hills,30.0,P451601, - for blonde hair with cool/ash undertone,2289478,31680,4.5484,31,https://www.sephora.com/product/best-brows-ever-kit-P451601?skuId=2289502&icid2=products
Makeup/Lip/Lipstick,Liquid Lipstick,Anastasia Beverly Hills,20.0,P404831,0.11 oz / 3.2 g,2036408,545286,3.8433,3976,https://www.sephora.com/product/liquid-lipstick-P404831?icid2=products
Makeup/Eye/Eyebrow,DIPBROW™ Pomade,Anastasia Beverly Hills,21.0,P384060,0.14 oz/ 4 g,1578699,491486,4.6791,10298,https://www.sephora.com/product/dipbrow-pomade-P384060?icid2=products
Makeup/Eye/Eyebrow,Brow Definer,Anastasia Beverly Hills,23.0,P404827,0.007 oz/ 0.2 g,1790534,176332,4.0083,3381,https://www.sephora.com/product/brow-definer-P404827?icid2=products
Makeup/Eye/Eye Palettes,Soft Glam Eyeshadow Palette,Anastasia Beverly Hills,42.0,P589302,na,2036481,258877,4.7318,2513,https://www.sephora.com/product/soft-glam-eyeshadow-palette-P58930227?icid2=products
Makeup/Eye/Eyebrow,Clear Brow Gel,Anastasia Beverly Hills,22.0,P69304,0.26 oz/ 7.85 ml,1012855,155796,4.4797,3646,https://www.sephora.com/product/brow-gel-P69304?icid2=products
Makeup/Lip/Lip Sets,Undressed Lip Set,Anastasia Beverly Hills,40.0,P450064,na,2272383,14817,3.4649,385,https://www.sephora.com/product/undressed-lip-set-P450064?icid2=products
Makeup/Eye/Eye Palettes,Norvina Pro Pigment Palette Vol. 3,Anastasia Beverly Hills,60.0,P450846,na,2282739,22038,4.6486,74,https://www.sephora.com/product/norvina-pro-pigment-palette-vol-3-P450846?icid2=products
Makeup/Eye/Eye Palettes,Jackie Aina Eyeshadow Palette,Anastasia Beverly Hills,45.0,P449147,na,2262277,37776,4.8092,608,https://www.sephora.com/product/jackie-aina-eyeshadow-palette-P449147?icid2=products
Makeup/Face/Face Sets,Mini Loose Highlighter set,Anastasia Beverly Hills,30.0,P451598,na,2289577,6437,5,1,https://www.sephora.com/product/mini-loose-highlighter-set-P451598?icid2=products
