category,product_name,brand,price,Product_Id,size,item_num,love_count,rating,reviews_count,link
Makeup/Eye/Eye Palettes,Norvina Pro Pigment Palette Vol. 1,Anastasia Beverly Hills,60.0,P448161,na,2270551,23189,4.7692,91,https://www.sephora.com/product/norvina-pro-pigment-vol-1-P448161?icid2=products
Men/Other Needs/Body Products,Invigorating Rush Hair + Body Wash,Anthony,55.0,P376886,32 oz/ 946 mL,1652817,2010,4.5581,43,https://www.sephora.com/product/invigorating-rush-hair-body-wash-P376886?icid2=products
Men/Shaving/Shaving,Ingrown Hair Treatment,Anthony,32.0,P170545,2.5 oz/ 74 mL,1605591,7095,4.209,134,https://www.sephora.com/product/ingrown-hair-treatment-P170545?icid2=products
Men/Skincare/Moisturizer & Treatments,Glycolic Exfoliating & Resurfacing Wipes,Anthony,18.0,P397373,30 wipes,1710177,5602,4.5231,65,https://www.sephora.com/product/glycolic-exfoliating-resurfacing-wipes-P397373?icid2=products
Men/Skincare/Face Wash,Glycolic Facial Cleanser,Anthony,28.0,P9038,8 oz/ 237 mL,1629278,4390,4.3856,223,https://www.sephora.com/product/glycolic-facial-cleanser-P9038?icid2=products
Men/Shaving/Aftershave,After Shave Balm,Anthony,22.0,P9024,2.5 oz/ 75 mL,1605609,1753,4.7606,71,https://www.sephora.com/product/after-shave-balm-P9024?icid2=products
Men/Skincare/Face Wash,Facial Scrub,Anthony,36.0,P9036,8 oz/ 237 mL,1605567,2232,4.5352,71,https://www.sephora.com/product/facial-scrub-P9036?icid2=products
Men/Shaving/Shaving,Shave Cream,Anthony,18.5,P9022,6 oz/ 177 mL,1605575,1768,4.7474,194,https://www.sephora.com/product/shave-cream-P9022?icid2=products
Men/Skincare/Moisturizer & Treatments,Oil Free Facial Lotion,Anthony,30.0,P112400,2.5 oz,1605526,1008,4.381,42,https://www.sephora.com/product/oil-free-facial-lotion-P112400?icid2=products
Men/Skincare/Moisturizer & Treatments,Astringent Toner Pads,Anthony,26.0,P189131,60 Pads,1605559,3407,4.6574,108,https://www.sephora.com/product/astringent-toner-pads-P189131?icid2=products
Men/Skincare/Eye Cream,High Performance Continuous Moisture Eye Cream,Anthony,38.0,P72706,0.75 oz/ 22 mL,1605666,2897,4.1944,36,https://www.sephora.com/product/high-performance-continuous-moisture-eye-cream-P72706?icid2=products
Men/Skincare/Moisturizer & Treatments,High Performance Vitamin C Facial Serum,Anthony,46.0,P72704,1 oz/ 30 mL,1605674,2979,4.4211,38,https://www.sephora.com/product/high-performance-vitamin-c-facial-serum-P72704?icid2=products
Men/Skincare/Sunscreen,Day Cream Broad Spectrum Sunscreen SPF 30,Anthony,34.0,P386498,3 oz,1887173,594,3.7143,7,https://www.sephora.com/product/day-cream-broad-spectrum-sunscreen-spf-30-P386498?icid2=products
Makeup/Cheek/Blush,Certified Organic Baked Blush,Antonym,36.0,P421434,0.28 oz/ 8 g,1977487,8973,4.2045,44,https://www.sephora.com/product/certified-organic-baked-blush-P421434?icid2=products
Makeup/Eye/Eyeliner,Certified Natural Waterproof Eye Pencil,Antonym,19.0,P421433,0.04 oz/ 1.4 g,1977578,1563,3.3846,13,https://www.sephora.com/product/certified-natural-waterproof-eye-pencil-P421433?icid2=products
Makeup/Face/Foundation,Skin Esteem Organic Liquid Foundation,Antonym,52.0,P425621,1.06 oz/ 30 mL,2016269,2180,3.375,24,https://www.sephora.com/product/skin-esteem-organic-liquid-foundation-P425621?icid2=products
Makeup/Eye/Eye Palettes,Certified Organic Eyeshadow Quattro,Antonym,39.0,P421436,0.21 oz/ 6 g,1977537,5695,4.25,8,https://www.sephora.com/product/certified-organic-eyeshadow-quattro-P421436?icid2=products
Makeup/Cheek/Blush,Organic Certified Highlighting Blush,Antonym,42.0,P421619,0.28 oz/ 8 g,1977511,3198,4,13,https://www.sephora.com/product/organic-certified-highlighting-blush-P421619?icid2=products
Makeup/Face/Highlighter,Certified Organic Highlighter,Antonym,42.0,P421437,0.28 oz/ 8 g,1977529,3741,3.6316,19,https://www.sephora.com/product/certified-organic-highlighter-P421437?icid2=products
Hair/Hair Tools/Hair Accessories,Lisse Luxe Hair Turban,Aquis,30.0,P410897,Desert Rose,1855956,26496,4.2451,257,https://www.sephora.com/product/lisse-luxe-hair-turban-P410897?icid2=products
Hair/Hair Tools/Hair Accessories,Lisse Luxe Hair Towel,Aquis,30.0,P412766,19 x 42 in/ 50 x 107 cm,1883768,9337,4.6101,954,https://www.sephora.com/product/lisse-luxe-hair-towel-P412766?icid2=products
Hair/Hair Tools/Hair Accessories,Lisse Luxe Long Hair Towel,Aquis,35.0,P412783,19 x 52 in / 50 x 132 cm,1883834,13701,4.4497,149,https://www.sephora.com/product/lisse-luxe-long-hair-towel-P412783?icid2=products
Hair/Hair Tools/Hair Accessories,Waffle Luxe Hair Turban,Aquis,40.0,P410734,Blush,2200426,14582,4.3643,140,https://www.sephora.com/product/waffle-luxe-hair-turban-P410734?icid2=products
Hair/Hair Tools/Hair Accessories,03 Prime Rapid-Dry Hair Turban,Aquis,30.0,P437295,na,2146181,3816,4.5185,27,https://www.sephora.com/product/03-prime-rapid-dry-hair-turban-P437295?icid2=products
Hair/Hair Tools/Hair Accessories,Waffle Luxe Long Hair Towel,Aquis,45.0,P412784,19 x 52 in / 50 x 132 cm,1883875,6290,4.48,75,https://www.sephora.com/product/waffle-luxe-long-hair-towel-P412784?icid2=products
Hair/Value & Gift Sets,Prime Starter Kit,Aquis,49.0,P437297,na,2287399,2177,4.1713,537,https://www.sephora.com/product/prime-starter-kit-P437297?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,01 Prime Water Defense PreWash,Aquis,29.0,P437294,12 oz/ 354 mL,2146173,2239,4.4767,386,https://www.sephora.com/product/01-prime-water-defense-pre-wash-P437294?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,Restorative Leave-In Conditioner,Aquis,26.0,P437296,8 oz/ 236 mL,2146199,1279,4.3571,14,https://www.sephora.com/product/04-prime-restorative-leave-in-mist-P437296?icid2=products
Hair/Shampoo & Conditioner/Shampoo,02 Prime Rebalancing Hair Wash,Aquis,26.0,P437298,8 oz/ 236 mL,2160372,975,4.0833,12,https://www.sephora.com/product/02-prime-rebalance-hair-wash-P437298?icid2=products
Makeup/Lip/Liquid Lipstick,Lip Maestro Liquid Lipstick,Armani Beauty,38.0,P393411,0.22 oz/ 6.6 mL,2283158,166503,4.3333,1125,https://www.sephora.com/product/lip-maestro-liquid-lipstick-P393411?icid2=products
Makeup/Face/Foundation,Luminous Silk Foundation,Armani Beauty,64.0,P393401,1 oz/ 30 mL,2079168,321612,4.2831,3063,https://www.sephora.com/product/luminous-silk-foundation-P393401?icid2=products
Makeup/Face/Foundation,Power Fabric Longwear High Cover Foundation SPF 25,Armani Beauty,64.0,P416785,1 oz/ 30 mL,2184547,62290,4.0877,741,https://www.sephora.com/product/power-fabric-longwear-high-cover-foundation-spf-25-P416785?icid2=products
Fragrance/Men/Cologne,Acqua Di Gio Pour Homme,Armani Beauty,70.0,P12430,1.7 oz/ 50 mL,397281,16554,4.8155,683,https://www.sephora.com/product/acqua-di-gio-pour-homme-P12430?icid2=products
Mini Size/Makeup,Luminous Silk Foundation Mini,Armani Beauty,42.0,P425938,0.6 oz,1803154,3337,4.2308,130,https://www.sephora.com/product/luminous-silk-foundation-mini-P425938?icid2=products
Fragrance/Women/Perfume,Acqua di Gioia,Armani Beauty,26.0,P271538,1.7 oz/ 50 mL,1284249,29105,4.6692,916,https://www.sephora.com/product/acqua-di-gioia-P271538?icid2=products
Fragrance/Women/Perfume,Sì Eau de Parfum,Armani Beauty,28.0,P388029,1.7 oz/ 50 mL,1571405,23051,4.6379,359,https://www.sephora.com/product/si-eau-de-parfum-P388029?icid2=products
Fragrance/Women/Perfume,Sì Passione Eau de Parfum,Armani Beauty,72.0,P430871,1.7 oz/ 50 mL,2037935,8738,4.1837,98,https://www.sephora.com/product/si-passione-eau-de-parfum-P430871?icid2=products
Fragrance/Men/Cologne,Acqua di Gio Absolu,Armani Beauty,75.0,P430348,1.35 oz/ 40 mL,2054252,1698,4.5938,32,https://www.sephora.com/product/acqua-di-gio-absolu-P430348?icid2=products
Fragrance/Women/Perfume,Armani Code Pour Femme,Armani Beauty,48.0,P144212,1.7 oz/ 50 mL,912352,13291,4.6205,606,https://www.sephora.com/product/armani-code-pour-femme-P144212?icid2=products
Fragrance/Men/Cologne,Acqua Di Gio Profumo,Armani Beauty,75.0,P398665,2.5 oz / 75 mL,1709922,2824,4.7308,26,https://www.sephora.com/product/acqua-di-gio-profumo-P398665?skuId=1736271&icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Si Passione Gift Set,Armani Beauty,128.0,P451978,na,2250686,599,4.3333,3,https://www.sephora.com/product/si-passione-gift-set-P451978?icid2=products
Men/Shaving/Shaving,Shaving Cream - Lavender,The Art of Shaving,25.0,P256831,5 oz,1240100,1034,4.7407,54,https://www.sephora.com/product/shaving-cream-lavender-P256831?icid2=products
Men/Shaving/Aftershave,After-Shave Balm - Sandalwood,The Art of Shaving,40.0,P225337,3.4 oz,1140813,720,4.4848,33,https://www.sephora.com/product/after-shave-balm-sandalwood-P225337?icid2=products
Men/Shaving/Aftershave,After-Shave Balm - Unscented,The Art of Shaving,40.0,P225338,3.4 oz,1140805,711,4.6842,19,https://www.sephora.com/product/after-shave-balm-unscented-P225338?icid2=products
Men/Shaving/Shaving,Pre-Shave Oil - Sandalwood,The Art of Shaving,25.0,P225339,2 oz,1140797,743,4.6667,30,https://www.sephora.com/product/pre-shave-oil-sandalwood-P225339?icid2=products
Men/Shaving/Shaving,Pre-Shave Oil - Unscented,The Art of Shaving,25.0,P225340,2 oz,1140771,1138,4.7937,63,https://www.sephora.com/product/pre-shave-oil-unscented-P225340?icid2=products
Men/Shaving/Aftershave,After-Shave Balm - Lavender,The Art of Shaving,40.0,P256833,3.4 oz,1240118,410,4.6667,12,https://www.sephora.com/product/after-shave-balm-lavender-P256833?icid2=products
Men/Shaving/Shaving,Pre-Shave Oil - Lavender,The Art of Shaving,25.0,P256829,2 oz,1240092,567,4.7097,31,https://www.sephora.com/product/pre-shave-oil-lavender-P256829?icid2=products
Men/Value & Gift Sets/Skincare Sets,The 4 Elements of the Perfect Shave™ - Sandalwood,The Art of Shaving,95.0,P225361,na,1141183,1990,4.8421,38,https://www.sephora.com/product/the-4-elements-of-the-perfect-shave-sandalwood-P225361?icid2=products
Men/Shaving/Shaving,Shaving Cream - Unscented,The Art of Shaving,25.0,P225342,5 oz,1140821,1950,4.7206,136,https://www.sephora.com/product/shaving-cream-unscented-P225342?icid2=products
Men/Shaving/Shaving,Beard Wash - Peppermint Essential Oil,The Art of Shaving,15.0,P413449,4 oz/ 120 mL,1887355,562,5,4,https://www.sephora.com/product/beard-wash-peppermint-essential-oil-P413449?icid2=products
Men/Shaving/Shaving,Beard Conditioner - Peppermint Essential Oil,The Art of Shaving,15.0,P413448,4 oz/ 120 mL,1887363,535,5,1,https://www.sephora.com/product/beard-conditioner-peppermint-essential-oil-P413448?icid2=products
Men/Shaving/Shaving,Lexington Collection™ Shaving Stand,The Art of Shaving,100.0,P387950,na,1641158,255,5,1,https://www.sephora.com/product/lexington-collection-shaving-stand-P387950?icid2=products
Makeup/Brushes & Applicators/Brush Sets,Rose Gold 3-Piece Set,Artis,135.0,P452717,na,2278265,1211,4.5,6,https://www.sephora.com/product/artis-rose-gold-3-piece-set-P452717?icid2=products
Makeup/Brushes & Applicators/Face Brushes,Elite Mirror Oval 7 Brush,Artis,65.0,P430110,na,2066629,8889,4.0795,88,https://www.sephora.com/product/elite-mirror-oval-7-brush-P430110?icid2=products
Makeup/Brushes & Applicators/Face Brushes,Elite Mirror Palm Brush Mini,Artis,55.0,P430806,na,2077790,2830,4.3889,36,https://www.sephora.com/product/elite-mirror-palm-brush-mini-P430806?icid2=products
Makeup/Brushes & Applicators/Brush Sets,Elite Collection Black Set,Artis,175.0,P449557,na,2278174,1133,3.75,4,https://www.sephora.com/product/elite-collection-black-set-P449557?icid2=products
Makeup/Brushes & Applicators/Brush Sets,Elite Mirror Ten Brush Set,Artis,240.0,P430122,na,2077550,5656,4.0833,12,https://www.sephora.com/product/elite-mirror-ten-brush-set-P430122?icid2=products
Makeup/Brushes & Applicators/Eye Brushes,Elite Mirror Oval 6 Brush,Artis,60.0,P430112,na,2066611,4492,3.617,47,https://www.sephora.com/product/elite-mirror-oval-6-brush-P430112?icid2=products
Makeup/Brushes & Applicators/Face Brushes,Elite Mirror Palm Brush,Artis,65.0,P430805,na,2077782,4615,4.4828,29,https://www.sephora.com/product/elite-mirror-palm-brush-P430805?icid2=products
Makeup/Brushes & Applicators/Brush Sets,Elite Mirror 3 Piece Brush Set,Artis,110.0,P439918,na,2184265,772,3.25,8,https://www.sephora.com/product/elite-mirror-3-piece-brush-set-P439918?icid2=products
Makeup/Brushes & Applicators/Brush Sets,Elite Mirror Five Brush Set,Artis,170.0,P430121,na,2077568,4754,4.375,16,https://www.sephora.com/product/elite-mirror-five-brush-set-P430121?icid2=products
Makeup/Brushes & Applicators/Face Brushes,Elite Mirror Oval 8 Brush,Artis,70.0,P430115,na,2066637,3232,4.1875,32,https://www.sephora.com/product/elite-mirror-oval-8-brush-P430115?icid2=products
Makeup/Brushes & Applicators/Brush Cleaners,Premier Brush Cleansing Pad,Artis,55.0,P430119,"10.25"" x 1.5"" x 6""",2066694,2931,3.9286,14,https://www.sephora.com/product/premier-brush-cleansing-pad-P430119?icid2=products
Makeup/Brushes & Applicators/Brush Cleaners,Aerosol Brush Cleansing Foam,Artis,25.0,P439201,6 oz/ 170 g,2066686,1133,3.1429,7,https://www.sephora.com/product/aerosol-brush-cleansing-foam-P439201?icid2=products
Makeup/Value & Gift Sets,Uncensored Bronze Lip & Eye Set,Artist Couture,23.0,P451641,na,2287589,2661,5,5,https://www.sephora.com/product/uncensored-bronze-lip-eye-set-P451641?icid2=products
Makeup/Face/Highlighter,Diamond Glow Powder,Artist Couture,27.0,P429271,0.16 oz/ 4.5 g,2059608,47452,4.6074,270,https://www.sephora.com/product/diamond-glow-powder-P429271?icid2=products
Makeup/Lip/Lip Gloss,Diamond Lip Tease Lip Gloss,Artist Couture,9.0,P442597,.20 oz / 5.9 ml,2195956,6868,3.1569,51,https://www.sephora.com/product/diamond-glow-lip-tease-P442597?icid2=products
Makeup/Eye/Eyeshadow,Diamond Lights Finisher,Artist Couture,25.0,P437707,0.12 oz/ 3.5 g,2234565,15969,4.5937,64,https://www.sephora.com/product/diamond-lights-finisher-P437707?icid2=products
Makeup/Eye/Eye Palettes,Midnight Maven Eyeshadow Palette,Artist Couture,29.0,P448851,8 x 0.04 oz/ 1 g,2287175,2895,4.9048,21,https://www.sephora.com/product/midnight-maven-eyeshadow-palette-P448851?icid2=products
Makeup/Lip/Lip Gloss,Plush Pout Lip Gloss,Artist Couture,18.0,P451642,.22 oz/ 6.4 mL,2281533,3516,4.8667,15,https://www.sephora.com/product/plush-pout-lip-gloss-P451642?skuId=2281541&icid2=products
Makeup/Face/Highlighter,Diamond Luxe Luminizer Pressed Highlighter,Artist Couture,27.0,P436740,0.35 oz/ 10 g,2112241,10891,3.8205,39,https://www.sephora.com/product/diamond-luxe-luminizer-pressed-highlighter-P436740?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Clementine California Maison de Parfum,Atelier Cologne,78.0,P450811,na,2249266,2204,4,2,https://www.sephora.com/product/la-maison-de-parfum-set-P450811?icid2=products
Fragrance/Women/Perfume,Clémentine California Cologne Absolue Pure Perfume,Atelier Cologne,78.0,P410197,3.3 oz/ 100 mL,1836600,17276,4.3369,374,https://www.sephora.com/product/clementine-california-P410197?icid2=products
Fragrance/Women/Perfume,Vanille Insensée Cologne Absolue Pure Perfume ,Atelier Cologne,78.0,P375819,3.3 oz/ 100 mL,1499177,16273,4.2153,404,https://www.sephora.com/product/vanille-insensee-cologne-absolue-P375819?icid2=products
Fragrance/Women/Perfume,Orange Sanguine Cologne Absolue Pure Perfume ,Atelier Cologne,78.0,P375817,3.3 oz/ 100 mL,1499128,18308,4.123,496,https://www.sephora.com/product/orange-sanguine-cologne-absolue-P375817?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Perfume Wardrobe,Atelier Cologne,50.0,P450805,7 x Cologne Absolue 0.14 oz/ 4 mL,2249217,4170,3.7,10,https://www.sephora.com/product/perfume-wardrobe-P450805?icid2=products
Fragrance/Women/Perfume,Pacific Lime Cologne Absolue Pure Perfume,Atelier Cologne,28.0,P439030,3.4oz/100mL,2100170,3927,3.9062,96,https://www.sephora.com/product/pacific-lime-cologne-absolue-pure-perfume-P439030?icid2=products
Fragrance/Women/Rollerballs & Travel Size,Clémentine California Cologne Pure Perfume Travel Spray,Atelier Cologne,28.0,P425237,0.34 oz/ 10 mL,1964808,10271,4.6209,153,https://www.sephora.com/product/clementine-california-colognee-pure-perfume-travel-spray-P425237?icid2=products
Fragrance/Women/Perfume,Collection Azur - Cèdre Atlas ,Atelier Cologne,135.0,P394141,3.3 oz/ 100 mL,1684521,4055,4.3556,90,https://www.sephora.com/product/cedre-atlas-P394141?icid2=products
Mini Size/Fragrance,Vanille Insensée Cologne Absolue Per PerfumeTravel Spray,Atelier Cologne,28.0,P422533,0.34 oz/ 10 mL,1976695,9021,4.6386,83,https://www.sephora.com/product/vanille-insensee-cologne-absolue-per-perfumetravel-spray-P422533?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Vanille Insensée Dressed Up Set,Atelier Cologne,135.0,P451666,na,2249282,619,5,2,https://www.sephora.com/product/vanille-insensee-dressed-up-set-P451666?icid2=products
Fragrance/Value & Gift Sets/Perfume Gift Sets,Clémentine California Dressed Up Set,Atelier Cologne,135.0,P451667,na,2249274,420,4,1,https://www.sephora.com/product/clementine-california-dressed-up-set-P451667?icid2=products
Fragrance/Women/Perfume,Pomélo Paradis Cologne Absolue Pure Perfume ,Atelier Cologne,135.0,P392805,3.3 oz/ 100 mL,1684976,5131,4.1852,81,https://www.sephora.com/product/polemo-paradise-P392805?icid2=products
Fragrance/Women/Perfume,Florabotanica,BALENCIAGA,73.0,P377672,1.7 oz/ 50 mL,1480243,10274,4.5239,355,https://www.sephora.com/product/florabotanica-P377672?icid2=products
Fragrance/Women/Perfume,Balenciaga Paris,BALENCIAGA,87.0,P305801,1 oz,1410000,6723,4.3706,143,https://www.sephora.com/product/balenciaga-paris-P305801?icid2=products
Makeup/Face/Foundation,Original Loose Powder Mineral Foundation Broad Spectrum SPF 15,bareMinerals,31.0,P61003,0.28 oz,1922541,187067,4.6096,19464,https://www.sephora.com/product/bareminerals-original-foundation-broad-spectrum-spf-15-P61003?icid2=products
Makeup/Face/BB & CC Cream,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,bareMinerals,32.0,P393356, - for light neutral skin with peach undertones,2176972,136320,3.9784,3235,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products
Makeup/Face/Foundation,BAREPRO Performance Wear Powder Foundation,bareMinerals,31.0,P410543, - for tan-dark cool skin with rosy undertones,2241883,42025,4.085,753,https://www.sephora.com/product/barepro-performance-wear-powder-foundation-P410543?icid2=products
Makeup/Face/Foundation,Matte Loose Powder Mineral Foundation Broad Spectrum SPF 15,bareMinerals,31.0,P240604,0.2 oz/ 6 g,1922731,74343,4.3824,7791,https://www.sephora.com/product/bareminerals-matte-foundation-broad-spectrum-spf-15-P240604?icid2=products
Makeup/Face/Setting Spray & Powder,Mineral Veil Setting Powder ,bareMinerals,24.0,P61004,0.3 oz/ 8.5 g,1073014,89128,4.5478,5821,https://www.sephora.com/product/mineral-veil-P61004?icid2=products
Makeup/Face/Foundation,BarePRO™ Performance Wear Liquid Foundation Broad Spectrum SPF 20,bareMinerals,34.0,P421001, - for medium-tan cool skin with rosy undertones,2241719,48422,4.2683,2221,https://www.sephora.com/product/barepro-performance-wear-liquid-foundation-broad-spectrum-spf-20-P421001?icid2=products
Makeup/Face/Setting Spray & Powder,Mineral Veil Deluxe Collector's Edition,bareMinerals,28.5,P450067,0.84 oz/ 24 g,2279636,792,3.7,10,https://www.sephora.com/product/mineral-veil-deluxe-collector-s-edition-P450067?icid2=products
Makeup/Face/Concealer,BAREPRO® 16-Hr Full Coverage Concealer,bareMinerals,24.0,P428606,0.09 oz/ 2.5 g,2040871,18749,4.3509,2072,https://www.sephora.com/product/barepro-16-hr-full-coverage-concealer-P428606?icid2=products
Makeup/Face/Concealer, BARESKIN® Complete Coverage Serum Concealer,bareMinerals,22.0,P399811,0.20 oz,1727338,36441,4.142,866,https://www.sephora.com/product/bareskin-reg-complete-coverage-serum-concealer-P399811?icid2=products
Makeup/Face/Setting Spray & Powder,All-Over Face Color,bareMinerals,22.0,P61005,0.05 oz/ 1.5 g,1164771,52506,4.588,3367,https://www.sephora.com/product/bareminerals-all-over-face-color-P61005?icid2=products
Makeup/Face/Face Sets,Nothing Beats the Original™ Complexion Kit,bareMinerals,34.0,P421000, - For medium skin with neutral undertones (with translucent Mineral Veil),1958859,14100,3.8947,38,https://www.sephora.com/product/bareminerals-nothing-beats-original-4-piece-get-started-kit-P421000?icid2=products
Makeup/Face/Foundation,COMPLEXION RESCUE Hydrating Foundation Stick Broad Spectrum SPF 25,bareMinerals,32.0,P441829,0.35 oz/ 10 g,2176774,19068,4.3209,1742,https://www.sephora.com/product/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25-P441829?icid2=products
Hair/Hair Tools/Curling Irons,"Pro 1.25"" Rotating Curling Iron",Beachwaver,199.0,P451923,na,2311744,2496,3.9286,14,https://www.sephora.com/product/pro-1-25-P451923?icid2=products
Skincare/Wellness/Beauty Supplements,COLLAGEN Inner Beauty Boost,The Beauty Chef,25.0,P420961,16.9 oz/ 500 mL,1971845,11086,4.4128,109,https://www.sephora.com/product/collagen-inner-beauty-boost-P420961?icid2=products
Skincare/Wellness/Beauty Supplements,GLOW ADVANCED Inner Beauty Powder,The Beauty Chef,18.0,P420964,5.3 oz/ 150 g,1971811,7590,4.4872,78,https://www.sephora.com/product/glow-advanced-inner-beauty-powder-P420964?icid2=products
